head_idx,layer,head_in_layer,avg_synergy,avg_redundancy,syn_balance,syn_red_score
635,19,27,0.014414450909492326,0.002230185141130127,0.860319584537026,0.40888049097736184
636,19,28,0.04722706311890396,0.004218278188069457,0.9084876235197107,0.8346714870451938
637,19,29,0.05672762697366284,0.0052609721140453305,0.9068375438858984,0.8200852787271693
638,19,30,0.028226522828581017,0.0032184224656243814,0.8923489649846698,0.6920105932665638
639,19,31,0.03176940259392443,0.00333846924451872,0.8987413649653384,0.748517488969985
640,20,0,0.06328871423488536,0.005677979278486902,0.9079673188110626,0.8300721497079674
641,20,1,0.0415893114365549,0.00362689380909526,0.9103929871973077,0.8515143296289892
642,20,2,0.05872350113738899,0.005097763763965868,0.9099647807379593,0.8477291131514372
643,20,3,0.05432352312530682,0.004814121127558941,0.9118403275243966,0.8643083833736698
644,20,4,0.053320666641814084,0.004960068235269356,0.9063705720998362,0.8159573884056535
645,20,5,0.03137010281904084,0.004495254687920044,0.8673275140642556,0.47082848298187163
646,20,6,0.03998559157750036,0.0037826728821498206,0.9046316925585136,0.8005862155786287
647,20,7,0.03662581807756092,0.004920250114994127,0.8757355670965876,0.5451531462075174
648,20,8,0.03292923926356354,0.0038590587237888694,0.8899690302076635,0.6709726847139186
649,20,9,0.04231962147643873,0.004297348676656373,0.899943565530308,0.7591445808517141
650,20,10,0.06615803967198028,0.007831842222080285,0.8861899021108854,0.6375663274990547
651,20,11,0.054023348894725584,0.005827873917242637,0.8908366825141281,0.678642470480844
652,20,12,0.0555447339262552,0.004272670463903855,0.9213861591888524,0.9486906679455116
653,20,13,0.059493666900572874,0.00603116689360317,0.904182520610635,0.7966156704800059
654,20,14,0.05736435797556734,0.005822956663356794,0.9001180152570056,0.7606866640351516
655,20,15,0.03843548858062343,0.004586871907708324,0.8879539623129841,0.6531600898036651
656,20,16,0.047270276125676455,0.005423880117202392,0.8896605859964553,0.6682461305361801
657,20,17,0.040421252931945026,0.004665272489134237,0.8901709795303805,0.6727578560659391
658,20,18,0.04472983071111843,0.004031410458226337,0.909204996874313,0.8410128520178979
659,20,19,0.04753467475337369,0.004809079706389618,0.8990673727190056,0.7513992995873883
660,20,20,0.04238786873337087,0.004138858389749751,0.8955526510281485,0.720330215579438
661,20,21,0.055542882408153305,0.008614817049352488,0.8544418357317755,0.35692295707560234
662,20,22,0.06070371145368077,0.006902179638890413,0.8901128741180124,0.6722442216740964
663,20,23,0.06433266149688693,0.009076743544581167,0.8694289270979147,0.4894043429846696
664,20,24,0.04702965132669636,0.0039011580879270637,0.9175342311226593,0.9146407808684072
665,20,25,0.06229944628489603,0.006435507090645725,0.9000084006427232,0.7597177037705317
666,20,26,0.07247472654039866,0.011086760541263535,0.8608479577447903,0.41355115142318993
667,20,27,0.05049198329312829,0.005535248184335631,0.8948711862177714,0.7143062713516077
668,20,28,0.06002143421295942,0.005992945217769617,0.9027873573664968,0.7842828464758494
669,20,29,0.046851099758615206,0.0046938337774717065,0.9039524878582716,0.7945822500455096
670,20,30,0.03992498517616716,0.0036107605472273986,0.910996309426276,0.856847516909348
671,20,31,0.04508934643864667,0.004583994978688111,0.9041196995743338,0.7960603513890563
672,21,0,0.032505556448246695,0.004497494152808534,0.8725771275488917,0.517233489326387
673,21,1,0.0217937438173773,0.0034556656617110455,0.8551587954788411,0.3632606658819202
674,21,2,0.03013547415411629,0.003920080516067267,0.8801886554225553,0.5845171094067129
675,21,3,0.024741587758419843,0.003649041703180484,0.8660598268425312,0.4596225087250725
676,21,4,0.0373133639148229,0.0034210764260659333,0.9046694068515223,0.8009195986003445
677,21,5,0.03943453797117348,0.00513988655729729,0.8741903739352885,0.5314941028010949
678,21,6,0.04459964313071603,0.004424389477431548,0.9006287714643463,0.7652015954889644
679,21,7,0.022010587453806605,0.002755505467401783,0.8821381612998427,0.6017501557764993
680,21,8,0.04681738567173993,0.004394571013607936,0.909161641910404,0.840629607159748
681,21,9,0.049594523146452116,0.004770808120141179,0.9069254186075636,0.8208620648712024
682,21,10,0.04294638226457562,0.005292323517056726,0.8822427352605808,0.6026745581778813
683,21,11,0.06042024669913962,0.007085611351932922,0.8891086071015842,0.6633668029069187
684,21,12,0.04549871697929008,0.004021367983174367,0.9126894700568947,0.8718145482986299
685,21,13,0.04790541826116095,0.005446654157862187,0.8899738682550686,0.6710154515997451
686,21,14,0.04094707675021527,0.0044006747732502315,0.8952043937395333,0.7172517257563282
687,21,15,0.050175276610814765,0.005319028050095067,0.8972467767205891,0.7353057778253428
688,21,16,0.0504010729730133,0.004296207441647781,0.9157098359316228,0.898513675384789
689,21,17,0.042947643721435606,0.004116143555173867,0.9060837191137524,0.8134216941725221
690,21,18,0.04751443671352046,0.004698342379555079,0.9046788167116402,0.8010027789372872
691,21,19,0.048692675432039874,0.004750522988825393,0.9023673466239369,0.7805700776729079
692,21,20,0.06578928238726657,0.006855331217012814,0.8990633838437161,0.7513640391279927
693,21,21,0.058951280824641634,0.0063004906858528395,0.8975096489373693,0.7376294892610865
694,21,22,0.05901381190615835,0.007072762321922027,0.8867577385362924,0.6425858309350265
695,21,23,0.05563397996237983,0.005744262987915703,0.8992199763518915,0.7527482698635798
696,21,24,0.05543980428274709,0.004560184954151518,0.9171473851270537,0.9112211784666371
697,21,25,0.05032975235332619,0.004487270330406143,0.9107417086723697,0.8545969227208584
698,21,26,0.0402028995262773,0.0038662130978898653,0.9059388992141115,0.8121415297601676
699,21,27,0.042263972368851536,0.00404152209534051,0.9080505778287091,0.8308081344149237
700,21,28,0.05099732038773416,0.004107571949110484,0.9176548615975949,0.9157071180322978
701,21,29,0.062010857739956536,0.004822693061277244,0.9176719520306691,0.9158581923271119
702,21,30,0.05024268827060029,0.005094525019144292,0.9014920134735978,0.7728323955532749
703,21,31,0.05250215899329044,0.005386064284864089,0.9016308672725435,0.7740598214275597
704,22,0,0.054495389108637625,0.004388535699202616,0.9168645266228691,0.9087207942536463
